Location in Wind Tunnel,LocationMaizeDes,Clock,Date,Treatment,Repetition,Treatment Left,Treatment Right,Responding,Comment,Video Save Time,Determination via Video
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:03:31,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Right (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:03:40,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:04:03,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:04:04,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Right (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:04:07,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:04:57,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:05:02,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:05:04,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:05:08,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Left (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:05:15,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:05:19,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Right (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:05:29,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:05:32,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Right (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:05:33,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:05:37,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:05:38,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Left (10cm-30cm),Close Des (10cm-30cm),8/17/2023 16:05:44,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:05:45,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:05:49,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Right (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:05:53,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:06:04,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Middle (10cm-10cm),Middle (10cm-10cm),8/17/2023 16:06:05,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:06:06,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Right (30cm-50cm),Maize (30cm-50cm),8/17/2023 16:06:08,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Close Right (10cm-30cm),Close Maize (10cm-30cm),8/17/2023 16:06:16,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
End,End,8/17/2023 16:06:19,6/19/2023,Incanum,B13,Maize + D. incanum,Maize,Yes,-,20230619_234812,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:05:35,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:05:35,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:05:36,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:05:45,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:05:48,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:06:06,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Right (30cm-50cm),Des (30cm-50cm),4/18/2024 14:06:08,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:06:20,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:06:24,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:06:25,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:06:28,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:06:46,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:06:49,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:06:53,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Right (30cm-50cm),Des (30cm-50cm),4/18/2024 14:06:58,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:07:05,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:07:08,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:07:09,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:07:11,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:07:20,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:07:22,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:07:23,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:07:28,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:07:29,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Right (30cm-50cm),Des (30cm-50cm),4/18/2024 14:07:31,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:07:44,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:07:45,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:07:48,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:07:49,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:08:01,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:08:06,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:08:08,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:08:11,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:08:23,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:08:27,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:08:44,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:08:46,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:08:49,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:08:53,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:08:55,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:09:06,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:09:08,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:09:13,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:09:17,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:09:40,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:09:44,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:09:48,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Right (30cm-50cm),Des (30cm-50cm),4/18/2024 14:09:50,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:10:01,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Right (30cm-50cm),Des (30cm-50cm),4/18/2024 14:10:05,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),4/18/2024 14:10:07,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:10:09,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),4/18/2024 14:10:11,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Left (30cm-50cm),Maize (30cm-50cm),4/18/2024 14:10:17,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
End,End,4/18/2024 14:10:48,6/20/2023,Incanum,B14,Maize,Maize + D. incanum,Yes,-,20230620_191639,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:13:38,6/20/2023,Control,B13,Maize,Maize,Yes,Was run accidentally inbetween Incanum runs,20230620_193021,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:13:39,6/20/2023,Control,B13,Maize,Maize,Yes,Was run accidentally inbetween Incanum runs,20230620_193021,Yes
Close Right (10cm-30cm),Close Right (10cm-30cm),4/18/2024 14:14:53,6/20/2023,Control,B13,Maize,Maize,Yes,Was run accidentally inbetween Incanum runs,20230620_193021,Yes
Right (30cm-50cm),Right (30cm-50cm),4/18/2024 14:15:06,6/20/2023,Control,B13,Maize,Maize,Yes,Was run accidentally inbetween Incanum runs,20230620_193021,Yes
End,End,4/18/2024 14:18:50,6/20/2023,Control,B13,Maize,Maize,Yes,Was run accidentally inbetween Incanum runs,20230620_193021,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:21:35,6/20/2023,Incanum,B15,Maize,Maize + D. incanum,Yes,-,20230620_194714,Yes
Middle (10cm-10cm),Middle (10cm-10cm),4/18/2024 14:21:36,6/20/2023,Incanum,B15,Maize,Maize + D. incanum,Yes,-,20230620_194714,Yes
End,End,4/18/2024 14:26:39,6/20/2023,Incanum,B15,Maize,Maize + D. incanum,Yes,-,20230620_194714,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:11:00,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:11:05,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:11:06,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:11:11,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:11:12,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Left (30cm-50cm),Maize (30cm-50cm),11/3/2023 19:11:17,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:11:31,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:11:32,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:11:35,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Left (30cm-50cm),Maize (30cm-50cm),11/3/2023 19:11:39,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:11:43,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:11:46,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:11:47,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Left (30cm-50cm),Maize (30cm-50cm),11/3/2023 19:11:49,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:11:52,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:11:54,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:11:58,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Left (30cm-50cm),Maize (30cm-50cm),11/3/2023 19:12:02,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:12:12,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:12:26,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Left (30cm-50cm),Maize (30cm-50cm),11/3/2023 19:12:29,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:12:35,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Left (30cm-50cm),Maize (30cm-50cm),11/3/2023 19:12:40,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:12:43,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:12:48,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:12:50,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:12:53,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:13:00,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:13:06,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:13:38,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:13:39,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:13:43,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:13:45,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:13:51,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:13:54,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:13:58,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:13:59,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:14:08,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:14:10,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:14:16,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:14:22,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:14:31,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:14:34,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:14:37,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:14:46,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:14:48,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:14:52,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:14:55,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:14:56,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:14:58,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:15:09,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:15:12,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:15:17,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Left (30cm-50cm),Maize (30cm-50cm),11/3/2023 19:15:20,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:15:23,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:15:24,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:15:25,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:15:26,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:15:27,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:15:29,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:15:37,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:15:39,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:15:41,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:15:46,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:15:47,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Right (30cm-50cm),Des (30cm-50cm),11/3/2023 19:15:49,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:15:51,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:15:53,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:15:59,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Left (30cm-50cm),Maize (30cm-50cm),11/3/2023 19:16:01,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:16:03,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:16:05,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:16:11,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Left (30cm-50cm),Maize (30cm-50cm),11/3/2023 19:16:13,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Left (10cm-30cm),Close Maize (10cm-30cm),11/3/2023 19:16:15,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Middle (10cm-10cm),Middle (10cm-10cm),11/3/2023 19:16:17,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
Close Right (10cm-30cm),Close Des (10cm-30cm),11/3/2023 19:16:19,6/20/2023,Incanum,B16,Maize,Maize + D. incanum,Yes,-,20230620_200514,Yes
